"","lon","lat","range"
"1590654",29.911099,31.210119,432
"1590655",29.917348,31.212724,1222
"1590656",29.925595,31.217537,408
"1590657",29.922982,31.216086,1807
"1590658",29.937694,31.226198,971
"1590659",29.945325,31.231748,1596
"1590660",29.941731,31.224358,575
"1590661",29.94006,31.224374,10000
"1590662",29.989213,31.259314,10000
"1590663",29.986573,31.258255,468
"1590664",29.979797,31.246669,969
"1590665",29.980622,31.248909,606
"1590666",29.986805,31.244494,734
"1590667",29.983624,31.24768,365
"1590668",29.991282,31.240825,48
"1590669",29.991996,31.240707,7
"1590670",29.992906,31.232991,9
"1590671",29.99306,31.232398,54
"1590672",29.930414,31.176597,1559
"1590673",29.890786,31.163922,201
"1590674",29.724597,31.083324,27
"1590675",29.733508,31.084554,10000
"1590676",29.737071,31.07971,34
"1590677",29.735939,31.078881,77
"1590678",29.736329,31.078946,363
"1590679",29.738192,31.079938,766
"1590680",29.745629,31.084994,556
"1590681",29.751551,31.088164,371
"1590682",29.752729,31.088728,200
"1590683",29.760006,31.092376,443
"1590684",29.762534,31.094202,615
"1590685",29.763171,31.093673,178
"1590686",29.757222,31.096548,445
"1590687",29.754821,31.098839,33
"1590688",29.75456,31.10163,137
"1590689",29.753408,31.102489,38
"1590690",29.752679,31.10331,80
"1590691",29.752632,31.103396,12
"1590692",29.965236,31.24535,407
"1590693",29.966804,31.247402,196
"1590694",29.968805,31.248286,637
"1590695",29.970174,31.245923,18
"1590696",29.971156,31.246343,95
"1590697",29.97157,31.246579,18
"1590698",29.970936,31.248399,350
"1590699",29.970342,31.249573,2009
"1590700",29.95132,31.236598,257
"1590701",29.953001,31.237705,2850
"1590702",29.93691,31.225407,3216
"1590703",29.917222,31.198413,863
"1590704",29.922017,31.193521,633
"1590705",29.922697,31.192804,372
"1590706",29.932872,31.165053,749
"1590707",29.916127,31.172191,118
"1590708",29.911199,31.172727,359
"1590709",29.900814,31.169184,10000
"1590710",29.894513,31.166137,524
"1590711",29.785198,31.074326,781
"1590712",29.766642,31.064908,682
"1590713",29.760937,31.072115,246
"1590714",29.757402,31.073975,10000
"1590715",29.742787,31.077612,40
"1590716",29.740946,31.082338,11
"1590717",29.930476,31.219285,282
"1590718",29.955669,31.240052,125
"1590719",29.96632,31.246712,677
"1590720",29.970068,31.250503,740
"1590721",29.971894,31.252083,8
"1590722",29.972604,31.252929,578
"1590723",29.946539,31.232888,2108
"1590724",29.93455,31.221454,59
"1590725",29.934801,31.22122,33
"1590726",29.970796,31.250859,4784
"1590727",29.953255,31.238003,501
"1590728",29.948836,31.234153,1055
"1590729",29.940825,31.224166,563
"1590730",29.941395,31.222323,297
"1590731",29.942108,31.219917,21
"1590732",29.941946,31.219684,7
"1590733",29.939625,31.218469,318
"1590734",29.938854,31.216497,73
"1590735",29.939308,31.215697,21
"1590736",29.941281,31.215573,176
"1590737",29.94287,31.215119,130
"1590738",29.943409,31.214436,29
"1590739",29.943453,31.214088,491
"1590740",29.948195,31.208164,38
"1590741",29.951834,31.207083,11
"1590742",30.011418,31.260081,31
"1590743",30.011613,31.259947,381
"1590744",30.011432,31.260472,20
"1590745",30.011379,31.260244,1
"1590746",30.013424,31.25614,681
"1590747",30.018101,31.255018,1892
"1590748",30.019649,31.260081,583
"1590749",30.021829,31.261111,17
"1590750",30.025623,31.262884,565
"1590751",30.034525,31.280736,1442
"1590752",30.023598,31.279239,2544
"1590753",30.01685,31.280767,365
"1590754",30.01504,31.280922,127
"1590755",30.015299,31.281257,636
"1590756",30.008621,31.279518,1674
"1590757",29.999248,31.272543,623
"1590758",29.987053,31.269,78
"1590759",29.986884,31.265647,303
"1590760",29.98262,31.261198,347
"1590761",29.9823,31.258828,480
"1590762",29.975766,31.254865,1061
"1590763",29.96453,31.244744,38
"1590764",29.918652,31.210021,418
"1590765",29.919052,31.210018,406
"1590766",29.923197,31.206731,597
"1590767",29.922262,31.209745,21
"1590768",29.920002,31.210184,648
"1590769",29.947266,31.233696,472
"1590770",29.907808,31.207841,452
"1590771",29.882318,31.209643,327
"1590772",29.883751,31.212599,249
"1590773",29.883949,31.212554,8
"1590774",29.883275,31.212243,10000
"1590775",29.953368,31.212293,259
"1590776",30.0051,31.277987,1637
"1590777",30.010944,31.279288,576
"1590778",30.0166,31.281054,1411
"1590779",30.014568,31.284185,3666
"1590780",30.033872,31.281289,1001
"1590781",30.029972,31.288034,1764
"1590782",30.033466,31.287441,324
"1590783",30.012079,31.284854,95
"1590784",30.012314,31.285339,48
"1590785",29.999676,31.267361,10000
"1590786",29.936404,31.2264,328
"1590787",29.941376,31.224674,1081
"1590788",29.948997,31.228859,289
"1590789",29.949658,31.230244,426
"1590790",29.950386,31.231081,269
"1590791",29.950797,31.234963,384
"1590792",29.970203,31.246164,347
"1590793",29.97109,31.246299,84
"1590794",29.882494,31.198626,10000
"1590795",29.886418,31.199971,19
"1590796",29.887606,31.200834,92
"1590797",29.895066,31.200448,227
"1590798",29.901447,31.20256,204
"1590799",29.905692,31.206349,6
"1590800",29.930941,31.220543,21
"1590801",29.933131,31.220358,298
"1590802",29.934268,31.218841,369
"1590803",29.939093,31.215919,443
"1590804",29.936249,31.220334,391
"1590805",29.936195,31.219869,1028
"1590806",29.932347,31.219969,168
"1590807",30.031486,31.289802,618
"1590808",30.035387,31.290987,252
"1590809",30.027896,31.289143,333
"1590810",30.027782,31.284911,395
"1590811",30.031545,31.283844,971
"1590812",30.020004,31.282269,10000
"1590813",30.019469,31.282069,10000
"1590814",30.002416,31.27496,10000
"1590815",29.986728,31.264622,180
"1590816",29.982814,31.259686,449
"1590817",29.950184,31.227766,243
"1590818",29.947327,31.219346,521
"1590819",29.94628,31.216969,28
"1590820",29.946534,31.214756,381
"1590821",29.944831,31.208922,674
"1590822",29.93668,31.210303,814
"1590823",29.932062,31.201845,9
"1590824",29.928344,31.201352,549
"1590825",29.91962,31.211047,22
"1590826",29.923435,31.21622,640
"1590827",29.93967,31.211952,10000
"1590828",29.945975,31.209108,10000
"1590829",29.968356,31.206132,10000
"1590830",29.954488,31.198693,10000
"1590831",29.940709,31.190986,10000
"1590832",29.932271,31.184794,792
"1590833",29.931717,31.162975,916
"1590834",29.937893,31.169377,35
"1590835",29.934803,31.173685,1575
"1590836",29.935017,31.175092,44
"1590837",29.934771,31.174834,10000
"1590838",29.913061,31.208573,343
"1590839",29.938399,31.221524,79
"1590840",29.939976,31.222544,23
"1590841",29.959199,31.24062,18
"1590842",29.983749,31.257665,271
"1590843",29.985628,31.259665,63
"1590844",29.993709,31.269662,107
"1590845",30.029875,31.287365,247
"1590846",30.035108,31.287747,1044
"1590847",30.028538,31.289719,376
"1590848",30.02794,31.289096,161
"1590849",30.033592,31.277565,2223
"1590850",29.980897,31.259266,30
"1590851",29.909907,31.205812,10000
"1590852",29.910703,31.204455,441
"1590853",29.911369,31.204486,489
"1590854",29.91108,31.204772,5
"1590855",29.903223,31.19914,174
"1590856",29.90324,31.19833,137
"1590857",29.903963,31.197344,88
"1590858",29.986497,31.260345,10
"1590859",30.038869,31.282942,597
"1590860",30.031382,31.291058,105
"1590861",29.938113,31.169059,4
"1590862",29.913399,31.207702,355
"1609118",31.344503,30.090539,10000
"1609119",31.34327,30.091392,10000
"1609120",31.335965,30.087849,10000
"1609121",31.335204,30.08623,10000
"1609122",31.338096,30.084476,10000
"1609123",31.338286,30.084349,10000
"1609163",31.344841,30.090862,10000
"1609164",31.337467,30.082468,10000
"1609165",31.334878,30.082014,10000
"1609166",31.334312,30.081936,10000
"1609167",31.33225,30.082882,10000
"1609168",31.331815,30.083058,10000
"1609169",31.329629,30.084481,10000
"1609170",31.329629,30.084481,10000
"1609335",31.383738,30.079831,10000
"1609336",31.38015,30.079205,10000
"1609337",31.38015,30.079205,10000
"1609338",31.401481,30.081027,10000
"1609339",31.405713,30.081213,10000
"1609340",31.407199,30.081301,10000
"1609341",31.434903,30.079604,10000
"1609342",31.441293,30.08015,10000
"1609343",31.456534,30.081669,10000
"1609344",31.460834,30.082197,10000
"1609345",31.470221,30.083065,10000
"1609346",31.472884,30.073942,10000
"1609347",31.474941,30.064718,10000
"1609348",31.486462,30.065826,10000
"1609349",31.487964,30.065688,10000
"1609350",31.494087,30.064537,10000
"1609351",31.499013,30.063718,10000
"1609352",31.494573,30.062964,10000
"1609353",31.484729,30.061923,10000
"1609354",31.482199,30.060826,10000
"1609355",31.481514,30.061412,10000
"1609356",31.485891,30.068824,10000
"1609357",31.485997,30.076246,10000
"1609358",31.483195,30.076091,10000
"1609359",31.476443,30.072289,10000
"1609360",31.465211,30.069391,10000
"1609361",31.462835,30.069799,10000
"1609362",31.455554,30.072868,10000
"1609363",31.448619,30.075352,10000
"1609364",31.438011,30.070006,10000
"1609365",31.436264,30.067215,10000
"1609366",31.433088,30.064399,10000
"1609367",31.431848,30.063847,10000
"1609368",31.42827,30.070258,10000
"1609369",31.430231,30.07214,10000
"1609370",31.432543,30.074446,10000
"1609371",31.363758,30.079945,10000
"1609372",31.362562,30.080022,10000
"1609373",31.359896,30.080336,10000
"1609374",31.351716,30.087305,10000
"1609375",31.348714,30.090479,10000
"1807065",31.340034,30.076132,34
"1807066",31.363251,30.040317,639
"1807067",31.363093,30.040214,295
"1807068",31.366031,30.043957,526
"1807069",31.365297,30.043109,90
"1807070",31.368069,30.046452,30
"1807071",31.364389,30.042041,643
"1807072",31.368099,30.047414,104
"1807073",31.368442,30.047614,54
"1807074",31.368601,30.047643,10000
"1807075",31.368589,30.047728,17
"1807076",31.363388,30.040641,921
"1807077",31.368403,30.047717,8
"1807078",31.363211,30.040002,43
"1807079",31.362963,30.040061,10000
"1807080",31.363008,30.040105,17
"1807081",31.362965,30.040151,13
"1807082",31.461749,30.185521,10000
"1807083",29.575046,30.891791,1
"1807084",29.921684,31.200313,10000
"1807085",30.999994,30.795053,900
"1807086",30.991224,30.791845,1439
"1807087",31.002728,30.792298,149
"1807088",31.000071,30.804861,599
"1807089",30.996991,30.799294,267
"1807090",30.995714,30.801178,1194
"1807091",30.997515,30.806167,375
"1807092",29.671577,31.048966,10000
"1807093",29.671403,31.048743,40
"1807094",30.986493,30.792302,42
"1807095",31.000682,30.786879,312
"1807096",31.005736,30.783581,517
"1807097",31.011793,30.778962,173
"1807098",31.018499,30.774655,774
"1807099",31.018059,30.781785,16
"1807100",31.009411,30.811099,471
"1807101",31.003565,30.811476,292
"1807102",30.99603,30.806461,548
"1807103",30.994074,30.810814,69
"1807104",30.988832,30.791096,4
"1807105",31.243228,30.083803,10000
"1807106",31.23797,30.130087,10000
"1807107",32.150925,31.300919,10000
"1807108",32.164997,31.293479,10000
"1807109",32.218043,31.270842,882
"1807110",32.218886,31.276516,10000
"1807111",32.265779,31.27503,664
"1807112",32.282493,31.269702,590
"1807113",32.307869,31.260587,1064
"1807114",32.308751,31.260006,65
"1807115",32.312196,31.257309,766
"1807116",32.314077,31.253185,1082
"1807117",32.317343,31.244119,312
"1807118",32.317386,31.246743,46
"1807119",31.806175,31.423807,262
"1807120",31.806435,31.423397,13
"1807121",31.811092,31.427358,10000
"1807122",31.817067,31.426226,116
"1807123",31.820535,31.42421,122
"1807124",31.820988,31.423036,6
"1807125",31.826067,31.418696,990
"1807126",31.828121,31.414797,10000
"1807127",31.828415,31.415112,10000
"1807128",31.855261,31.413788,10000
"1807129",31.870705,31.411097,110
"1807130",32.032379,31.360468,2860
"1807131",32.065894,31.342839,10000
"1807132",32.308704,31.26331,15
"1807133",32.320117,31.242645,10000
"1807134",32.321212,31.242149,28
"1807135",32.311989,31.256228,68
"1807136",29.969981,31.249169,432
"1807137",29.958788,31.242158,2029
"1807138",29.975608,31.253435,1106
"1807139",29.980835,31.259257,373
"1807140",29.985932,31.264988,674
"1807141",29.987092,31.266838,369
"1807142",29.988163,31.269704,50
"1807143",29.995967,31.271904,1585
"1807144",29.997074,31.266671,805
"1807145",29.999296,31.266685,7
"1807146",29.994704,31.263231,890
"1807147",29.990281,31.259964,199
"1807148",29.986751,31.257344,122
"1807149",29.984399,31.255208,202
"1807150",29.982598,31.251818,330
"1807151",29.978129,31.248426,506
"1807152",29.975243,31.25136,378
"1807153",29.974947,31.251234,381
"1807154",29.96237,31.24359,841
"1807155",29.965227,31.245513,187
"1807156",29.962867,31.243645,635
"1807157",29.963009,31.23994,418
"1807158",29.958084,31.240655,345
"1807159",29.965167,31.24148,902
"1807160",29.947883,31.233815,577
"1807161",29.939933,31.22787,845
"1807162",29.944922,31.222697,911
"1807163",29.941167,31.228583,537
"1807164",29.933339,31.223111,241
"1807165",29.933651,31.223375,768
"1807166",29.926489,31.218367,244
"1807167",29.921962,31.215579,553
"1807168",29.918378,31.213847,2001
"1807169",29.914091,31.210048,660
"1807170",29.914909,31.204972,867
"1807171",29.910659,31.210002,10000
"1807172",29.910416,31.209942,37
"1807173",29.912988,31.20828,175
"1807174",29.913325,31.20761,50
"1807175",29.91396,31.206199,70
"1807176",29.914524,31.204974,73
"1807177",29.918151,31.197428,707
"1807178",29.922762,31.193427,364
"1807179",29.923885,31.189917,486
"1807180",29.924052,31.188395,29
"1807181",29.925183,31.186334,441
"1807182",29.934403,31.186601,2656
"1807183",29.925064,31.17947,465
"1807184",29.926349,31.180081,960
"1807185",29.917226,31.176171,488
"1807186",29.913057,31.174581,871
"1807187",29.909028,31.172986,1028
"1807188",29.890874,31.164156,2429
"1807189",29.881655,31.155279,2568
"1807190",29.876095,31.151193,1189
"1807191",29.871791,31.148058,498
"1807192",29.859945,31.139671,1583
"1807193",29.864424,31.142703,1519
"1807194",29.837218,31.124593,1595
"1807195",29.824213,31.108304,653
"1807196",29.821057,31.104621,204
"1807197",29.807345,31.092893,4217
"1807198",29.799555,31.086326,961
"1807199",29.775855,31.072394,6290
"1807200",29.796261,31.084132,4853
"1807201",29.762757,31.065102,6380
"1807202",29.682868,31.028955,5930
"1807203",29.643142,31.001778,1547
"1807204",29.653339,30.988696,734
"1807205",29.659406,30.981393,360
"1807206",29.663726,30.977084,499
"1807207",29.657004,30.976253,1624
"1807208",29.627648,30.959476,2905
"1807209",29.586639,30.93416,5643
"1807210",29.570907,30.917153,3278
"1807211",29.580026,30.925416,1592
"1807212",29.572483,30.892202,6146
"1807213",29.545147,30.899249,1174
"1807214",29.552304,30.890296,1748
"1807215",29.552717,30.890032,2610
"1807216",29.939485,31.227529,159
"1807217",29.931208,31.22152,109
"1807218",29.929882,31.220516,41
"1807219",29.916509,31.209804,1116
"1807220",29.916456,31.201778,223
"1807221",29.883942,31.157084,949
"1807222",29.845615,31.13202,3136
"1807223",29.856571,31.137776,1101
"1807224",29.8357,31.123183,111
"1807225",29.827281,31.112625,2987
"1807226",29.753036,31.075025,1023
"1807227",29.742422,31.077297,729
"1807228",29.737177,31.07792,235
"1807229",29.723757,31.071107,2376
"1807230",29.726739,31.073321,1137
"1807231",29.69866,31.056299,1180
"1807232",29.672367,31.044365,6400
"1807233",29.940927,31.214577,837
"1807234",29.94861,31.211749,1033
"1807235",29.947506,31.212658,419
"1807236",29.948538,31.214396,772
"1807237",29.948642,31.221886,1058
"1807238",29.955053,31.204847,978
"1807239",29.950861,31.21262,97
"1807240",29.573537,30.898414,2516
"1807241",29.59051,30.931742,4433
"1807242",29.583225,30.901545,1737
"1807243",29.980805,31.24717,74
"1807244",29.977624,31.246985,402
"1807245",29.982034,31.244848,403
"1807246",29.980058,31.246145,10000
"1807247",29.986606,31.244527,135
"1807248",29.989342,31.245482,320
"1807249",29.990762,31.246055,97
"1807250",29.995208,31.246853,430
"1807251",29.997154,31.247136,447
"1807252",29.576571,30.870643,820
"1807253",30.005242,31.249359,439
"1807254",30.020121,31.259817,1380
"1807255",30.029098,31.266411,49
"1807256",30.033298,31.27976,1723
"1807257",30.02124,31.28261,170
"1807258",30.016099,31.281137,396
"1807259",30.010706,31.281463,185
"1807260",30.003383,31.276888,173
"1807261",30.001584,31.274489,162
"1807262",29.99772,31.271428,327
"1807263",29.99465,31.270834,16
"1807264",29.593008,30.936973,2056
"1807265",29.604198,30.947749,224
"1807266",29.66293,30.976272,266
"1807267",29.973116,31.248159,230
"1807268",29.976518,31.246585,15
"1807269",29.671114,31.048633,120
"1807270",29.671223,31.048289,185
"1807271",29.671625,31.048948,1159
"1807272",29.937303,31.18749,774
"1807273",29.94954,31.196141,1239
"1807274",29.942718,31.192454,176
"1807275",29.95844,31.200205,100
"1807276",29.954451,31.202018,1179
"1807277",29.964878,31.20282,485
"1807278",29.96544,31.207553,596
"1807279",29.969672,31.204407,296
"1807280",29.9679,31.205985,198
"1807281",33.839501,27.214647,10000
"1807282",31.226125,30.058133,24
"1807283",31.223088,30.059614,307
"1807284",31.224221,30.058955,32
"1807285",31.223656,30.059518,64
"1807286",31.221023,30.060607,69
"1807287",31.210841,30.061458,85
"1807288",31.207643,30.061972,326
"1807289",31.205397,30.063283,119
"1807290",31.206894,30.05922,250
"1807291",31.204343,30.056421,139
"1807292",31.204005,30.056039,21
"1807293",31.204299,30.054413,212
"1807294",31.20211,30.053298,244
"1807295",31.202618,30.053986,194
"1807296",31.207076,30.052648,107
"1807297",31.208755,30.051333,185
"1807298",31.208001,30.051933,10000
"1807299",31.208341,30.05175,27
"1807300",31.209825,30.05061,9
"1807301",31.218748,30.089248,34
"1807302",31.218567,30.089146,8
"1807303",31.218471,30.089222,6
"1807304",31.218563,30.089363,11
"1807305",31.218565,30.089224,5
"1807306",31.218582,30.089179,10000
"1807307",31.218609,30.089169,10000
"1807308",29.74212,31.077371,523
"1807309",29.779058,31.069227,43
"1807310",29.967108,31.244787,80
"1807311",29.966477,31.24725,43
"1807312",29.967478,31.245626,237
"1807313",29.719423,31.068808,615
"1807314",29.66131,31.030978,742
"1807315",29.671081,31.048443,10000
"1807316",29.949941,31.225607,265
"1807317",29.948368,31.225006,249
"1807318",29.95105,31.228704,533
"1807319",29.953166,31.203442,624
"1807320",29.947694,31.20804,211
"1807321",29.952535,31.19976,14
"1807322",29.953297,31.200537,100
"1807323",29.95459,31.203573,38
"1807324",29.905624,31.203804,162
"1807325",29.902977,31.202709,111
"1807326",29.900941,31.201525,114
"1807327",29.900664,31.200825,37
"1807328",29.901887,31.200668,120
"1807329",29.903782,31.201416,127
"1807330",29.905367,31.200592,120
"1807331",29.906826,31.200655,16
"1807332",29.90818,31.201278,120
"1807333",29.911843,31.202203,229
"1807334",29.918676,31.207777,187
"1807335",29.931214,31.221291,329
"1807336",29.963366,31.243499,134
"1807337",29.966163,31.246325,343
"1807338",29.970191,31.25051,254
"1807339",29.974181,31.253793,261
"1807340",29.976067,31.253622,69
"1807341",29.976257,31.252897,6
"1807342",29.954548,31.230798,518
"1807343",29.721984,31.070301,1017
"1807344",29.734757,31.077651,155
"1807345",29.67067,31.045624,18
"1807346",29.736953,31.077693,105
"1807347",29.742226,31.077389,254
"1807348",29.748042,31.076189,330
"1807349",29.75395,31.074731,227
"1807350",29.903405,31.170766,123
"1807351",29.960171,31.209,403
"1807352",29.960201,31.209069,99
"1807353",29.95801,31.210442,341
"1807354",29.972786,31.245105,195
"1807355",29.9706,31.24388,40
"1807356",29.969557,31.243055,80
"1807357",29.96169,31.237625,102
"1807358",29.960812,31.2366,208
"1807359",29.958205,31.234611,93
"1807360",29.945211,31.214372,33
"1807361",29.955436,31.206161,314
"1807362",29.952402,31.197237,101
"1807363",29.836522,31.11723,4101
"1807364",31.198494,30.041812,38
"1807365",31.150205,29.986276,10000
"1807366",31.216958,30.179103,86
"1807367",31.217356,30.179349,47
"1807368",30.985141,29.980604,101
"1807369",31.207564,30.067675,10000
"1807370",31.212798,30.091175,138
"1807371",31.212838,30.091139,6
"1807372",31.213275,30.038388,10000
"1807373",31.69298,26.5656,405
"1807374",31.693051,26.565648,52
"1807375",31.693206,26.56574,214
"1807376",31.693115,26.565605,18
"1807377",31.693451,26.56591,12
"1807378",31.693253,26.565535,10000
"1807379",31.687917,26.562483,10000
"1807380",31.679202,26.572963,1308
"1807381",31.681748,26.568478,656
"1807382",31.663556,26.590598,1507
"1807383",31.644405,26.618237,4106
"1807384",31.648716,26.610063,166
"1807385",31.643858,26.633349,1090
"1807386",31.633343,26.633412,72
"1807387",31.652984,26.634109,50
"1807388",32.643884,25.701552,14
"1807389",32.640397,25.698956,519
"1807390",31.264665,29.955077,45
"1807391",31.397559,30.14389,80
"1807392",32.648384,25.710964,10000
"1807393",31.400908,30.143025,761
"1807394",31.299763,30.156502,10000
"1807395",31.397585,30.143885,54
"1807396",31.397855,30.143997,10000
"1807397",31.397875,30.14408,6
"1807398",31.39698,30.143665,10000
"1807399",31.260833,29.963149,10000
"1807400",31.237955,29.969639,10000
"1807401",31.240439,30.041148,10000
"1807402",31.242049,30.041161,20
"1807403",31.243961,30.041245,27
"1807404",31.239494,30.034752,10000
"1807405",31.247632,30.020759,258
"1807406",31.254847,30.007475,544
"1807407",31.257546,29.996852,10000
"1807408",31.266849,29.990995,10000
"1807409",31.270402,29.971101,10000
"1807410",31.269748,29.962622,177
"1807411",31.269851,29.958187,10000
"1807412",31.533585,30.177082,10000
"1807413",31.273406,30.062279,10000
"1807414",32.624345,25.668583,42
"1807415",32.623757,25.668468,20
"1807416",32.620585,25.666892,81
"1807417",32.634464,25.692807,16
"1807418",32.641761,25.69698,255
"1807419",32.644384,25.708112,10000
"1807420",32.548818,25.58409,10000
"1807421",29.998334,31.249406,610
"1807422",29.998177,31.2513,171
"1807423",29.98919,31.245488,10000
"1807424",29.990647,31.246227,550
"1807425",29.984908,31.252152,457
"1807426",29.974656,31.250929,327
"1807427",29.977522,31.254626,473
"1807428",29.929746,31.215512,265
"1807429",29.933522,31.220924,15
"1807430",29.976325,31.254421,929
"1807431",29.921184,31.178736,1384
"1807432",29.930495,31.170433,3044
"1807433",29.93335,31.165791,10000
"1807434",29.934084,31.163187,546
"1807435",29.91625,31.202114,104
"1807436",30.0098,31.277299,177
"1807437",30.009534,31.277717,200
"1807438",29.998634,31.273869,1697
"1807439",29.996851,31.270964,168
"1807440",29.981851,31.260435,376
"1807441",29.898829,31.202678,1182
"1807442",29.889828,31.197466,574
"1807443",29.884432,31.195516,10000
"1807444",29.886964,31.197565,10000
"1807445",29.887967,31.197987,51
"1807446",29.894112,31.199898,25
"1807447",29.894631,31.200207,40
"1807448",29.933272,31.218731,488
"1807449",29.935655,31.219688,292
"1807450",29.9383,31.221656,116
"1807451",30.028934,31.285489,422
"1807452",29.887949,31.202136,365
"1807453",29.944351,31.220611,531
"1807454",29.940211,31.217818,365
"1807455",29.942012,31.219026,89
"1807456",29.941804,31.223235,444
"1807457",29.882781,31.20846,290
"1807458",29.884289,31.208687,1320
"1807459",29.883134,31.211875,5
"1807460",30.009826,31.276982,10000
"1807461",29.939389,31.213641,639
"1807462",29.940279,31.211744,160
"1807463",29.941092,31.210915,490
"1807464",29.948099,31.209531,397
"1807465",29.948328,31.20536,276
"1807466",29.942902,31.206834,533
"1807467",30.016518,31.280985,1865
"1807468",30.027156,31.28698,1166
"1807469",30.037453,31.281089,1850
"1807470",30.0321,31.282175,1279
"1807471",30.005077,31.277377,19
"1807472",30.028309,31.265052,1746
"1807473",30.031725,31.260622,1074
"1807474",30.03633,31.256965,128
"1807475",30.031966,31.271523,262
"1807476",30.003915,31.27254,10000
"1807477",29.997162,31.26529,98
"1807478",29.993657,31.262441,490
"1807479",29.942193,31.207455,2
"1807480",29.943205,31.206365,158
"1807481",29.944912,31.206063,704
"1807482",29.944247,31.204368,176
"1807483",29.939797,31.212323,5
"1807484",31.60571,30.11756,3083
"1807485",31.605651,30.116666,1022
"1807486",31.607643,30.119009,171
"1807487",31.607144,30.117978,251
"1807488",31.371396,30.104092,513
"1807489",31.362264,30.081844,229
"1807490",31.367324,30.079958,10000
"1807491",31.393347,30.080409,10000
"1807492",31.447341,30.070914,10000
"1807493",29.946903,31.227881,270
"1807494",29.952983,31.228706,17
"1807495",30.033648,31.281532,1963
"1807496",30.035341,31.291303,257
"1807497",30.048668,31.295478,1665
"1807498",30.028001,31.265637,124
"1807499",30.000674,31.251032,527
"1807500",29.997179,31.250195,26
"1807501",29.993789,31.246855,397
"1807502",29.991586,31.246465,40
"1807503",29.998844,31.24807,215
"1807504",29.985512,31.249471,1
"1807505",29.985439,31.255003,103
"1807506",29.984257,31.251114,251
"1807507",29.980933,31.250303,37
"1807508",29.980115,31.250573,10000
"1807509",29.978949,31.251651,35
"1807510",29.984178,31.255876,467
"1807511",29.908261,31.206718,261
"1807512",29.905428,31.206061,683
"1807513",29.909981,31.204005,386
"1807514",29.907179,31.204882,349
"1807515",29.92333,31.21493,71
"1807516",29.925207,31.21581,100
"1807517",31.397766,30.144005,23
"1807518",29.99205,31.262773,689
"1807519",29.993119,31.262318,186
"1807520",29.954377,31.239104,10000
"1807521",29.903007,31.19779,10000
"1807522",30.03503,31.279037,63
"1807523",29.902614,31.202538,41
"1807524",29.946382,31.216614,259
"1807525",29.948912,31.225841,330
"1807526",31.247394,30.120295,47
"1807527",31.247508,30.120202,74
"1807528",31.247378,30.120275,84
"1807529",29.925957,31.198766,769
"1807530",29.92349,31.19174,423
"1807531",29.879909,31.11175,832
"1807532",29.861993,31.10165,719
"1807533",29.855254,31.097451,405
"1807534",29.850996,31.087388,577
"1807535",29.843629,31.080194,1072
"1807536",29.843116,31.075946,1048
"1807537",29.842989,31.066565,1976
"1807538",29.843321,31.060265,327
"1807539",29.841106,31.057866,10000
"1807540",29.863248,31.104528,335
"1807541",29.888858,31.119872,1723
"1807542",29.922851,31.183199,2613
"1807543",29.941175,31.221606,332
"1807544",31.262339,30.056253,188
"1807545",31.261787,30.057149,219
"1807546",31.260983,30.057914,9
"1807547",31.264415,30.062383,10000
"1807548",31.273959,30.089326,2000
"1807549",31.272348,30.085162,761
"1807550",31.270905,30.093528,614
"1807551",31.270497,30.094052,367
"1807552",31.259658,30.097039,252
"1807553",31.252818,30.09771,71
"1807554",31.251691,30.097745,10000
"1807555",31.249073,30.09785,10000
"1807556",31.248195,30.097835,154
"1807557",31.245704,30.098297,131
"1807558",31.245339,30.101155,39
"1807559",31.245471,30.10235,141
"1807560",31.246361,30.105185,216
"1807561",31.248658,30.113652,729
"1807562",31.248935,30.113441,378
"1807563",31.249164,30.113828,247
"1807564",31.249725,30.116435,174
"1807565",31.250285,30.119958,344
"1807566",29.969422,31.24974,108
"1807567",29.974413,31.247013,120
"1807568",29.989088,31.244614,6
"1807569",29.99814,31.247371,25
"1807570",30.015977,31.257813,559
"1807571",30.018827,31.259474,92
"1807572",30.059018,31.307657,198
"1807573",30.059095,31.304563,360
"1807574",30.060223,31.303141,10
"1807575",30.056376,31.299391,46
"1807576",30.054226,31.295311,462
"1807577",29.947699,31.225246,47
"1807578",29.987297,31.254892,89
"1807579",29.898153,31.128656,1494
"1807580",29.846571,31.022126,1335
"1807581",29.913001,31.208906,15
"1807582",29.916699,31.177779,90
"1807583",29.916064,31.177822,31
"1807584",29.927059,31.199569,10000
"1807585",29.928107,31.200201,6
"1807586",29.924328,31.200274,162
"1807587",29.923229,31.204485,49
"1807588",29.917262,31.202913,997
"1807589",29.907456,31.201663,7
"1807590",29.907531,31.201742,36
"1807591",29.908068,31.201188,6
"1807592",29.908035,31.201482,26
"1807593",29.907645,31.201935,9
"1807594",29.932462,31.208492,30
"1807595",29.985597,31.249495,47
"1807596",29.993363,31.26289,35
"1807597",31.254685,30.091245,2
"1807598",31.253545,30.091334,110
"1807599",31.251351,30.091319,3
"1807600",31.251201,30.09138,6
"1807601",31.048772,29.962478,119
"1807602",31.089849,29.944238,4507
"1807603",31.066092,29.958217,2062
"1807604",31.269969,29.974583,82
"1807605",31.269944,29.974458,10000
"1807606",31.095028,29.949048,802
"1807607",31.097748,29.942167,584
"1807608",31.097696,29.94175,342
