"","lon","lat","range"
"5231104",-21.877583,64.104566,335
"5231106",-21.8578,64.107559,476
"5231107",-21.845956,64.108725,207
"5231110",-21.847951,64.1119,233
"5231112",-21.842379,64.114152,86
"5231121",-21.829545,64.113134,382
"5231125",-21.816382,64.117439,364
"5231126",-21.811218,64.122886,270
"5231128",-21.811441,64.123703,10000
"5231131",-21.799448,64.125191,1185
"5231148",-21.740931,64.150977,366
"5231149",-21.726671,64.158003,714
"5231159",-21.710312,64.16445,342
"5231160",-21.704861,64.164653,32
"5231161",-21.701819,64.164529,10000
"5231164",-21.688939,64.16712,156
"5231165",-21.67747,64.173335,699
"5231166",-21.684067,64.167982,74
"5231170",-21.670923,64.178412,84
"5231171",-21.659828,64.179211,314
"5231173",-21.638594,64.180842,653
"5231227",-21.671855,64.177209,655
"5231235",-21.681118,64.170296,776
"5231238",-21.684121,64.168097,61
"5231240",-21.695974,64.165529,517
"5231251",-21.717562,64.162798,10000
"5231252",-21.729321,64.157041,1770
"5231280",-21.767431,64.130969,328
"5231281",-21.778758,64.126675,227
"5231284",-21.79208,64.12463,367
"5231286",-21.803314,64.124359,125
"5231288",-21.800407,64.124395,10000
"5231289",-21.811357,64.124337,4
"5231300",-21.813012,64.119776,44
"5231314",-21.85248,64.110777,40
"5231344",-21.877431,64.104845,27
"5231451",-21.891158,64.103929,66
"5231461",-21.878273,64.10452,73
"5231464",-21.872986,64.101668,250
"5231471",-21.877179,64.103129,655
"5231473",-21.869747,64.102875,10000
"5231664",-21.869649,64.102831,10000
"5231668",-20.483445,64.10398,67321
"5231672",-21.871903,64.10206,10000
"5232252",-21.891217,64.104139,10
"5232255",-21.889078,64.103798,231
"5232262",-21.871048,64.105916,252
"5232278",-21.852999,64.10722,10000
"5232284",-21.849714,64.133142,73
"5232315",-21.847324,64.136339,133
"5232399",-21.849423,64.128804,10000
"5232465",-21.891103,64.104142,12
"5237775",-18.082177,65.691491,5
"5237776",-18.098971,65.725893,10000
"5237778",-20.973982,64.70233,2
"5315977",-21.836731,64.098523,30
"5315978",-14.430196,65.218827,89
"5315979",-14.428976,65.218416,266
"5315990",-20.127551,63.510488,5273
"5316019",-20.169674,63.487078,18102
"5316165",-20.228848,63.453565,1142
"5316184",-20.246506,63.447127,83
"5316187",-20.261972,63.44577,732
"5316188",-20.259448,63.44616,589
"5316232",-20.259105,63.44668,769
"5316234",-20.267902,63.44494,33
"5316236",-20.273181,63.444888,88
"5316622",-20.27373,63.44442,10000
"5316623",-20.27373,63.44442,10000
"5316624",-20.27373,63.44442,10000
"5316625",-20.297651,63.442882,1201
"5316626",-20.27373,63.44442,10000
"5316627",-20.27373,63.44442,10000
"5316628",-20.27373,63.44442,10000
"5316629",-20.27373,63.44442,10000
"5316630",-20.27373,63.44442,10000
"5316631",-20.27373,63.44442,10000
"5316632",-20.27373,63.44442,10000
"5316635",-20.27373,63.44442,10000
"5316636",-20.27373,63.44442,10000
"5316637",-20.27373,63.44442,10000
"5316638",-20.27373,63.44442,10000
"5316639",-20.27373,63.44442,10000
"5317017",-14.397168,65.260564,17
"5323190",-13.991801,65.067993,2357
"5323191",-13.700873,65.147881,10000
"5323192",-13.700702,65.147881,10000
"5323880",-14.297132,64.655481,8
"5323965",-21.973632,64.063753,179
"5324018",-21.965025,64.062144,385
"5324019",-21.964735,64.058465,7
"5324020",-21.965686,64.057061,171
"5324021",-21.998402,64.050355,1762
"5324022",-21.964512,64.058945,56
"5324049",-22.07922,64.033685,8287
"5324051",-22.026467,64.044707,4354
"5324060",-14.296946,64.655566,13
"5324146",-22.415938,63.963005,1334
"5368302",-21.7797,64.14448,10000
"5389912",-20.321464,64.140512,41
"5389913",-20.321586,64.14045,38
"5389945",-20.32177,64.140527,39
"5389946",-20.485239,64.160966,16547
"5390902",-20.32098,64.14047,10000
"5410572",-21.879483,64.130022,124
"5410573",-21.875309,64.129326,97
"5410574",-21.842199,64.125452,1542
"5410575",-21.854051,64.125816,711
"5410576",-21.861065,64.126954,136
"5410577",-21.852158,64.125438,53
"5410578",-21.843389,64.124231,99
"5410579",-21.84118,64.12405,22
"5410580",-21.837765,64.123852,123
"5410581",-21.852618,64.125516,94
"5410582",-21.867945,64.128135,10
"5410633",-21.821785,64.12377,8
"5410646",-21.82161,64.12376,10000
"5429264",-18.142636,65.695027,7
"5443749",-21.691498,64.130235,98125
"5443750",-20.104819,64.145791,10000
"5443755",-21.290674,64.141167,57138
"5443756",-21.439171,64.138189,63596
"5443759",-20.411582,64.102491,73012
"5443760",-21.009571,64.103356,44686
"5443762",-21.312296,64.092329,59713
"5443765",-20.266308,64.083822,80091
"5443766",-20.6559,64.090977,61136
"5443768",-21.000331,64.135077,40911
"5443774",-20.123696,64.129506,10000
"5443775",-20.998631,64.142847,42762
"5443776",-21.648859,64.092489,75543
"5443779",-21.065446,64.135246,45663
"5443786",-20.127214,64.101214,4
"5443788",-20.104541,64.083927,10000
"5443791",-21.89832,64.118738,10000
"5443792",-20.461451,64.093346,70198
"5443795",-21.900312,64.1264,356
"5443796",-20.99938,64.101381,44116
"5443815",-21.898378,64.131783,143
"5443816",-21.907568,64.108522,10000
"5443818",-20.090187,64.102416,10000
"5443819",-21.010338,64.10251,43934
"5443822",-20.09022,64.117475,10000
"5443828",-20.663311,64.127454,58802
"5443829",-20.156778,64.113739,606
"5443831",-20.115519,64.136258,10000
"5443832",-20.13946,64.136283,3325
"5443833",-20.115621,64.13381,272
"5443834",-20.161149,64.13909,2236
"5443836",-20.065232,64.145683,66
"5443837",-20.067545,64.146506,157
"5443838",-20.061068,64.147619,103
"5443839",-20.452533,64.096099,70983
"5443840",-20.06341,64.146146,96
"5443841",-20.039908,64.152324,10000
"5443842",-20.050166,64.150534,536
"5443843",-20.075494,64.135377,10000
"5443844",-20.060425,64.148745,10000
"5443845",-20.087243,64.144129,10000
"5443846",-20.070048,64.147401,10000
"5443847",-20.058947,64.146053,10000
"5443848",-20.997021,64.143226,42878
"5443852",-20.143713,64.104758,334
"5443854",-20.101762,64.141311,10000
"5443855",-20.107353,64.136142,10000
"5443859",-21.903977,64.105843,10000
"5443868",-20.079597,64.106673,10000
"5443869",-21.001139,64.119616,41328
"5443870",-20.149915,64.106058,10000
"5443872",-21.914052,64.087763,10000
"5443881",-20.159049,64.10844,10000
"5443981",-20.159845,64.109911,631
"5443983",-20.164867,64.104674,10000
"5443986",-21.175945,64.130848,50659
"5443995",-21.847813,64.118556,1232
"5444083",-20.239612,64.100059,10000
"5444084",-20.309998,64.087136,10000
"5444085",-21.545258,64.128673,64860
"5444091",-21.157832,63.869577,10000
"5444590",-21.798409,64.135342,23
"5444591",-21.801507,64.124003,10000
"5444592",-21.316136,64.128379,51977
"5444593",-21.797348,64.134966,145
"5444594",-21.752402,64.130017,10000
"5444595",-21.773097,64.139813,42
"5444610",-20.061233,64.073856,10000
"5444612",-21.944232,64.083442,10000
"5444643",-20.115408,64.103147,10000
"5569553",-22.437341,63.84736,201
"5602095",-22.63748,63.94126,4450
"5602096",-22.62187,63.944982,3879
"5602097",-22.647333,63.937408,2540
"5602098",-22.658073,63.934953,1283
"5602099",-22.667357,63.935273,832
"5671332",-21.792353,64.115187,28
"5677609",-21.792141,64.115152,29
"5677617",-21.792206,64.115287,8
"5677801",-21.791657,64.115231,99
"5679824",-21.860849,64.141377,10000
"5688524",-21.792202,64.11544,10000
"5688526",-21.407556,63.947117,10000
"5688528",-21.792383,64.115248,47
"5688529",-21.397718,63.938783,10000
"5688533",-21.397718,63.938783,10000
"5688544",-21.374534,63.929294,933
"5689217",-20.753835,64.091693,7041
"5700073",-21.840918,64.119047,2403
"5702965",-21.793568,64.135088,2129
"5704093",-21.954458,64.13947,453
"5704123",-21.935324,64.136561,10000
"5704128",-21.934347,64.136274,10000
"5704326",-21.898595,64.133084,10000
"5704333",-21.893909,64.137917,10000
"5704335",-21.892336,64.145951,10000
"5704339",-21.892404,64.147807,10000
"5704342",-21.878182,64.151192,10000
"5709236",-21.792364,64.115248,35
"5724062",-21.860866,64.141207,16
"5782542",-22.031281,64.043058,97
"5782570",-22.37795,63.980834,2090
"5782640",-22.542279,63.973091,130
"5782641",-22.548972,63.981787,191
"5782642",-22.54498,63.974609,99
"5782643",-22.548216,63.97974,49
"5782657",-22.548833,63.987437,498
"5782659",-22.548667,63.99233,66
"5785720",-22.5487,63.99292,10000
"5785723",-22.5487,63.99292,10000
"5785724",-22.5487,63.99292,10000
"5785725",-22.218608,64.066417,18031
"5785726",-22.5487,63.99292,10000
"5785727",-22.5487,63.99292,10000
"5786861",-22.21988,64.065675,17939
"5786862",-21.90008,64.1377,445
"5786863",-21.89106,64.13843,10000
"5786864",-21.89106,64.13843,10000
"5786865",-21.915411,64.104324,3242
"5786867",-21.89106,64.13843,10000
"5786868",-21.911877,64.135911,1048
"5786869",-21.913065,64.136497,1089
"5786870",-21.89106,64.13843,10000
"5786874",-21.996709,64.051101,954
"5790784",-21.913025,64.073303,10000
"5792692",-21.898447,64.120011,10000
"5792693",-21.898892,64.122638,10000
"5792694",-21.899187,64.124746,192
"5798395",-21.878473,64.103536,267
"5801014",-21.884186,64.139313,1316
"5801053",-21.883241,64.13943,130
"5813139",-21.900089,64.133272,262
"5827169",-21.952116,64.113198,3352
"5863525",-21.900284,64.129495,190
"5863526",-21.899801,64.125357,284
"5863527",-21.907421,64.109415,287
"5863528",-21.90595,64.10762,21
"5863529",-21.904662,64.105123,264
"5863530",-21.899677,64.13133,16
"5863531",-21.89993,64.13083,10000
"5863532",-21.911112,64.101111,219
"5863561",-21.919813,64.097512,433
"5863562",-21.925615,64.092815,186
"5863563",-21.92817,64.091025,51
"5863564",-21.934517,64.088244,386
"5863565",-21.941572,64.081046,472
"5863566",-21.943281,64.083756,117
"5863567",-21.940057,64.083729,670
"5863569",-21.94069,64.076279,114
"5863588",-21.939885,64.073994,157
"5863589",-21.939129,64.071657,131
"5863590",-21.94097,64.061921,654
"5863591",-21.961725,64.056486,625
"5863592",-21.954059,64.057696,94
"5863593",-21.977503,64.054054,222
"5863594",-21.938575,64.069903,67
"5863595",-21.937971,64.067645,186
"5863596",-22.003946,64.050039,146
"5873134",-20.924034,64.199526,20863
"5873150",-20.812634,64.201999,258
"5873151",-20.791643,64.204354,2928
"5873152",-20.782166,64.206305,875
"5873175",-20.749446,64.211381,997
"5873176",-20.761203,64.209346,250
"5873177",-20.734926,64.214293,209
"5905848",-22.549475,63.998828,10000
"5905855",-22.549581,63.998853,10000
"5905856",-22.549696,63.998827,10000
"5905859",-22.549808,63.998837,10000
"5971642",-17.96163,63.774224,36
"5989486",-21.950426,64.145501,4
"6022639",-21.681411,64.171709,1080
"6022640",-21.693227,64.16543,30
"6022641",-21.66564,64.178685,10
"6022642",-21.683228,64.16803,44
"6022721",-21.31821,64.21061,12
"6022778",-21.04939,64.232105,40
"6022786",-21.028815,64.192252,314
"6022787",-21.037179,64.167397,2487
"6062104",-21.8763,64.13605,10000
"6154180",-21.918957,64.136591,526
"6154247",-21.922175,64.139835,9
"6175091",-21.934142,64.146788,2497
"6175463",-21.961981,64.151048,136
"6175474",-21.958348,64.146502,872
"6182867",-21.974798,64.145353,10000
"6189494",-21.991307,64.055746,5
"6190873",-18.107803,65.679367,10000
"6255550",-21.792592,64.11526,8
"6298492",-21.759249,64.595309,34
"6310677",-21.920698,64.138158,12
"6329826",-22.43652,63.842409,4
"6330961",-20.278637,63.434502,10000
"6336486",-20.274603,63.444643,10000
"6336488",-20.274603,63.444643,10000
"6357688",-21.912124,64.132289,339
"6368056",-21.843202,64.117445,10000
"6374857",-21.897458,64.139187,477
"6522852",-21.90894,64.13718,10000
"6522859",-21.926951,64.13602,511
"6522860",-21.948143,64.143163,1101
"6534852",-18.08285,65.685642,14
"6535753",-18.026071,65.654797,35
"6948855",-21.872755,64.104857,10000
"6948856",-21.873614,64.105398,10000
"6953573",-21.91634,64.136412,1241
"6953589",-21.905411,64.134149,315
"6953590",-21.894289,64.136195,423
"6986743",-21.887306,64.13867,145
"7002701",-21.897939,64.136421,432
"7017194",-21.906795,64.146439,17
"7019461",-21.944464,64.082828,100
"7028357",-21.940477,64.138806,10000
"7028358",-21.940479,64.138811,10000
"7057236",-21.894863,64.137956,360
"7074946",-21.813697,64.136435,2
"7093309",-22.624046,63.993886,183
"7094426",-21.920886,64.53641,15
"7389269",-21.906269,64.134824,723
"7390556",-21.904879,64.134563,21
"7390557",-21.905281,64.134486,10000
"7390558",-21.905281,64.134486,10000
"7391523",-21.917738,64.135817,139
"7405891",-21.904904,64.138208,151
"7430654",-21.887455,64.139457,199
"7430655",-21.889324,64.137043,334
"7430656",-21.896593,64.131942,72
"7460085",-22.018136,64.1106,217
"7464597",-22.021264,64.111613,10000
"7464598",-22.021264,64.111613,10000
"7470049",-21.962587,64.08991,2981
"7470050",-21.943765,64.0839,10000
"7471968",-22.020713,64.112022,10000
"7482525",-22.021015,64.110794,10000
"7484592",-21.977278,64.092098,2273
"7484593",-21.95288,64.084817,10000
"7499789",-22.009654,64.106685,10000
"7547505",-21.874221,64.131561,10000
"7551070",-21.939894,64.147068,10000
"7551071",-21.939884,64.147048,10000
"7568034",-21.870691,64.130499,10000
"7568035",-21.870708,64.130856,10000
"7574856",-22.523994,63.970118,410
"7574857",-22.511944,63.968841,297
"7574858",-22.504118,63.968069,95
"7574859",-22.497422,63.967408,241
"7574860",-22.472303,63.96448,1343
"7574861",-22.438314,63.962011,1550
"7574862",-22.401294,63.964098,812
"7574863",-22.345679,63.977185,2393
"7574864",-22.246095,63.999823,4420
"7574865",-22.166019,64.015652,3277
"7574866",-21.971839,64.071162,9117
"7574867",-22.532184,63.970945,10000
"7574869",-21.901963,64.135172,161
"7682849",-21.916904,64.14365,30
"7683300",-21.923013,64.144489,60
"7683301",-21.917341,64.143952,251
"7683302",-21.922584,64.14759,10000
"7683303",-21.926983,64.142687,10000
"7683304",-21.929428,64.149669,87
"7758255",-21.67435,65.7283,3040
"7758256",-21.684351,65.701836,68
"7758325",-21.587775,65.730907,8163
"7758345",-21.666997,65.740727,11822
"7759673",-23.240871,66.147741,10000
"7759674",-23.243969,66.149525,201
"7760857",-23.493498,65.88075,10000
"7760858",-23.510488,66.047638,10000
"7760859",-23.493498,65.88075,10000
"7853765",-20.857886,63.943429,452
"7853766",-20.86099,63.943424,10000
"7854057",-19.104018,63.403586,10000
"7854091",-18.111342,65.691968,10000
"7866207",-14.846068,65.745207,2720
"7867478",-15.208739,65.626017,21795
"7867479",-15.363794,65.564862,10000
"7867823",-16.509012,64.934072,10000
"7867824",-16.503093,64.992622,6516
"7867825",-16.541803,64.963248,3593
"7869033",-16.493341,65.050874,170
"7869035",-16.728418,65.052987,749
"7869036",-16.72935,65.046256,10000
"7869550",-16.069794,65.362598,282
"7876876",-15.012236,65.690118,7339
"7876877",-14.587985,65.422375,10000
"7876878",-14.58503,65.419032,351
"7877597",-15.205362,64.906362,7312
"7877598",-15.05863,64.927508,10000
"7878203",-15.352121,64.885211,10000
"7896158",-22.462589,63.96316,523
"7896159",-22.623015,63.996955,10000
"7896160",-22.536705,63.974785,4877
"7896161",-21.980482,64.063784,8145
"7896162",-22.464162,63.963381,605
"7896163",-21.898583,64.12142,49
"7896164",-22.127145,64.023227,2290
"7896165",-21.898813,64.123097,138
"7947236",-21.910004,64.135944,680
"7947238",-21.919391,64.135873,10000
"7955154",-20.322591,64.132181,136
"7955234",-20.778587,64.001845,50
"7955397",-20.993404,63.967945,401
"7955483",-21.185386,64.017131,10000
"7956339",-21.189248,63.994124,230
"7957130",-20.599269,63.909475,358
"7957131",-20.605987,63.911645,10000
"7957386",-19.568597,63.682178,4432
"7957811",-20.059801,63.644955,416
"7958087",-20.533919,63.888681,467
"7958089",-20.528327,63.887362,397
"7958232",-21.780777,64.115093,317
"7958234",-21.780665,64.111828,10000
"7959258",-21.294151,64.384989,10000
"7968316",-22.620705,63.999667,988
"8015602",-21.150536,63.864141,4
"8038126",-22.567948,64.001296,17
"8038135",-22.566553,64.002668,174
"8038938",-21.963802,64.150855,666
"8038939",-22.001865,64.155,118
"8038940",-22.002023,64.150949,41
"8038942",-21.9966,64.149937,230
"8038943",-22.003428,64.151676,10000
"8038944",-21.951802,64.144705,10000
"8038945",-21.961947,64.150479,220
"8038946",-21.946659,64.14206,10000
"8038947",-22.004723,64.153598,138
"8038948",-21.948408,64.143017,104
"8038949",-21.950652,64.144116,39
"8038950",-21.95599,64.146962,229
"8038951",-21.959032,64.149388,30
"8038952",-21.978563,64.150252,255
"8038953",-21.975951,64.150419,527
"8038954",-21.990213,64.150218,62
"8038955",-21.985896,64.15079,10000
"8038956",-21.988073,64.150513,43
"8040413",-22.602772,64.002736,10000
"8040414",-22.554131,63.975584,608
"8040415",-22.277755,63.993495,2761
"8040416",-22.531874,63.970993,732
"8040417",-22.315854,63.985069,73
"8040418",-21.905559,64.134813,10000
"8040420",-22.546643,63.97214,10000
"8040422",-22.343559,63.977806,4322
"8041013",-21.913518,64.135435,10000
"8041014",-21.916581,64.134121,352
"8041015",-21.918254,64.135671,246
"8041016",-21.91898,64.13611,21
"8041017",-21.912354,64.134988,585
"8045130",-21.929292,64.14572,25
"8045132",-21.93258,64.14757,10000
"8045133",-21.91592,64.14323,10000
"8045134",-21.935357,64.14759,19
"8045157",-21.923482,64.144602,34
"8045158",-21.934047,64.146721,51
"8045162",-21.941125,64.149025,25
"8045164",-21.93196,64.146227,18
"8045171",-21.935307,64.146987,17
"8045172",-21.91969,64.14387,53
"8045173",-21.93692,64.146903,31
"8045177",-21.926703,64.145204,101
"8045195",-21.922151,64.14435,120
"8045196",-21.937538,64.146482,139
"8045198",-21.930657,64.145977,52
"8045200",-21.917119,64.143411,79
"8045211",-21.934827,64.147198,186
"8045217",-21.932955,64.14653,8
"8045221",-21.936408,64.148022,60
"8045230",-21.937538,64.146408,46
"8045232",-21.9416,64.14902,10000
"8045233",-21.93578,64.147665,18
"8045237",-21.94197,64.147875,9
"8045238",-21.941717,64.14846,38
"8131716",-15.60305,64.255159,5832
"8176126",-21.870909,64.130461,92
"8176127",-21.891603,64.132426,705
"8176128",-21.873946,64.130332,204
"8176129",-21.882899,64.131142,449
"8176130",-21.919582,64.136127,10000
"8217711",-22.624755,63.996582,10000
"8217712",-21.907982,64.103097,783
"8217713",-22.099156,64.029976,3498
"8217714",-22.433236,63.96339,2522
"8217715",-22.574731,63.987878,2119
"8217716",-22.165241,64.015781,3221
"8222445",-21.998139,64.152079,23
"8288424",-22.568358,63.983558,495
"8288425",-22.604895,64.001858,659
"8288426",-22.469365,63.964158,1545
"8288427",-22.582279,63.99281,884
"8288428",-22.531299,63.971584,1741
"8288429",-22.017237,64.047073,610
"8288430",-21.934974,64.088132,10000
"8288431",-22.107315,64.026864,10000
"8288432",-21.932478,64.08926,87
"8288433",-21.944378,64.059416,304
"8288434",-22.103294,64.027311,10000
"8288435",-22.069363,64.034964,1924
"8288436",-22.064408,64.036805,745
"8288437",-22.050652,64.038822,1705
"8288438",-21.988202,64.052419,864
"8288439",-22.086874,64.032261,10000
"8288440",-22.105709,64.027043,10000
"8288441",-21.937757,64.066741,333
"8288442",-21.919097,64.097694,342
"8288443",-21.939692,64.0855,302
"8288444",-21.965337,64.055868,163
"8288445",-21.929223,64.090464,51
"8288446",-21.93915,64.072298,192
"8288447",-21.969991,64.055163,10000
"8288448",-21.940076,64.073102,1101
"8288449",-21.899451,64.117891,752
"8288450",-21.953003,64.057946,127
"8288451",-21.94062,64.075432,1543
"8288452",-21.92506,64.092998,225
"8288453",-21.909999,64.128525,824
"8288454",-21.913988,64.100163,10000
"8288455",-21.958635,64.056923,135
